Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname Bundesland;Abgabe
01052;20040701;20250505;80;52.2174;12.1641;Möckern-Drewitz;Sachsen-Anhalt;Frei
01053;19710101;20030731;192;51.7337;9.0445;Driburg, Bad;Nordrhein-Westfalen;Frei
01055;20041001;20250506;482;50.6316;8.1813;Driedorf;Hessen;Frei
01056;20051201;20250506;2;53.7118;9.3791;Drochtersen;Niedersachsen;Frei
01067;20041001;20250506;95;51.9265;12.3852;Düben;Sachsen-Anhalt;Frei
01072;20040601;20250505;107;49.4719;8.1929;Dürkheim, Bad;Rheinland-Pfalz;Frei
01076;19960514;20090101;692;48.0135;8.5343;Dürrheim, Bad;Baden-Württemberg;Frei
01078;19490501;20250505;37;51.2960;6.7686;Düsseldorf;Nordrhein-Westfalen;Frei
01079;19590101;19960731;37;51.1998;6.7574;Düsseldorf-Südfriedhof;Nordrhein-Westfalen;Frei
01089;20060608;20250506;197;48.5017;7.9943;Durbach-Ebersweier;Baden-Württemberg;Frei
01093;20140429;20250506;131;49.4593;8.9595;Eberbach;Baden-Württemberg;
01094;20090924;20250506;611;47.7958;11.1991;Eberfing;Bayern;Frei
01095;20060901;20110725;192;51.6001;10.1105;Krebeck-Renshausen;Niedersachsen;Frei
01103;20061001;20250505;592;48.1003;11.9872;Ebersberg-Halbing;Bayern;Frei
01107;20041201;20250505;346;49.8520;10.4991;Ebrach;Bayern;Frei
01119;20040923;20250506;535;49.5767;11.6975;Edelsfeld;Bayern;Frei
01126;19840401;19990130;117;49.9600;8.6400;Egelsbach;Hessen;
01130;19790101;20050422;18;54.6282;9.3649;Eggebek;Schleswig-Holstein;Frei
01131;19911009;19911204;430;51.8310;8.9506;Eggegebirge;Nordrhein-Westfalen;
01132;20060110;20250506;410;48.3956;12.7287;Eggenfelden;Bayern;Frei
01139;20040315;20101220;400;48.6846;13.2512;Eging am See-Burgstall;Bayern;Frei
01157;20200706;20250506;490;51.7433;10.6832;Elend;Sachsen-Anhalt;
01158;20040728;20250506;352;48.6346;12.8492;Eichendorf;Bayern;Frei
01161;20050201;20250505;385;48.8778;11.2349;Eichstätt-Landershofen;Bayern;Frei
01163;19761101;20070224;4;54.2667;8.8500;Eidersperrwerk;Schleswig-Holstein;
01164;19911009;19911204;572;50.6532;6.2808;Eifel;Nordrhein-Westfalen;
01166;20040901;20250506;107;51.4603;12.6687;Eilenburg;Sachsen;Frei
01170;20070701;20250506;267;51.8873;9.7280;Eimen-Vorwohle;Niedersachsen;Frei
01172;19510101;19890430;123;51.8189;9.8871;Einbeck;Niedersachsen;Frei
01173;19900901;20000331;105;51.7979;9.9171;Einbeck-Salzderhelden;Niedersachsen;Frei
01176;20041102;20250506;976;47.9634;8.2693;Eisenbach;Baden-Württemberg;Frei
01185;19790101;20021025;0;54.0000;8.1167;UFS Elbe 1;Hamburg;Frei
01197;20021101;20250505;463;48.9895;10.1312;Ellwangen-Rindelbach;Baden-Württemberg;Frei
01200;19861101;20250505;3;54.0691;9.0105;Elpersbüttel;Schleswig-Holstein;Frei
01204;19510101;19601231;1;53.2346;8.4612;Elsfleth;Niedersachsen;Frei
01207;20060301;20250505;558;50.2705;12.2742;Elster, Bad-Sohl;Sachsen;Frei
01210;20060701;20221019;90;51.4505;13.5046;Elsterwerda;Brandenburg;Frei
01214;20040801;20250505;431;48.2012;8.1088;Elzach-Fisnacht;Baden-Württemberg;Frei
01216;20050201;20250506;312;49.4251;9.2430;Elztal-Rittersbach;Baden-Württemberg;Frei
01219;19490101;19970630;5;53.3449;7.1909;Emden-Nesserland;Niedersachsen;Frei
01221;19490101;19710101;0;53.3707;7.2236;Emden-Wolthusen;Niedersachsen;Frei
01223;20050901;20250506;16;52.5983;6.9449;Ringe-Großringe;Niedersachsen;Frei
01224;20021201;20250505;201;48.1378;7.8351;Emmendingen-Mundingen;Baden-Württemberg;Frei
01228;19880815;20250505;0;54.1651;6.3460;UFS TW Ems;Hamburg;Frei
01237;20040901;20250506;507;48.0890;12.5073;Tacherting-Spreit;Bayern;Frei
01239;20040701;20080923;540;47.8516;8.7673;Engen/Hegau;Baden-Württemberg;Frei
01241;20061201;20250506;128;52.1500;8.5226;Enger;Nordrhein-Westfalen;Frei
01243;19810101;19850930;705;48.4734;9.3028;Eningen;Baden-Württemberg;Frei
01245;19510101;20020831;280;51.3037;7.3145;Ennepetal-Milspe;Nordrhein-Westfalen;Frei
01246;20150801;20250505;104;51.8418;8.0607;Ennigerloh-Ostenfelde;Nordrhein-Westfalen;Frei
01253;20230510;20250505;286;50.4260;7.9395;Nentershausen (KA);Rheinland-Pfalz;Frei
01255;20021201;20250505;226;49.1661;8.8483;Eppingen-Elsenz;Baden-Württemberg;Frei
01260;19490101;19500630;816;49.7297;7.0897;Erbeskopf;Rheinland-Pfalz;Frei
01261;19790101;19910920;460;48.3192;11.9440;Erding;Bayern;Frei
01262;19920517;20250505;446;48.3477;11.8134;München-Flughafen;Bayern;Frei
01266;20040601;20250505;18;54.2992;9.3162;Erfde;Schleswig-Holstein;Frei
01270;19750701;20250505;316;50.9829;10.9608;Erfurt-Weimar;Thüringen;Frei
01275;19670401;19801231;340;48.3008;13.1398;Ering;Bayern;Frei
01276;19810101;19860531;408;47.6358;9.5392;Eriskirch-Mariabrunn;Baden-Württemberg;Frei
01278;20071201;20250506;163;52.2449;10.7182;Cremlingen-Destedt;Niedersachsen;Frei
01279;20060701;20250505;268;49.6497;11.0075;Möhrendorf-Kleinseebach;Bayern;Frei
01281;19941101;20010501;284;49.5653;10.9729;Erlangen-Frauenaurach;Bayern;
01282;20100101;20250506;565;50.3043;12.3834;Erlbach-Eubabrunn;Sachsen;Frei
01284;19510101;19701231;335;49.7000;9.5000;Ernsthof;Baden-Württemberg;Frei
01290;20051101;20250506;716;48.1868;8.4672;Eschbronn-Mariazell;Baden-Württemberg;Frei
01297;20041001;20250505;156;51.2041;10.0138;Eschwege;Hessen;Frei
01300;20040601;20250505;351;51.2540;8.1565;Eslohe;Nordrhein-Westfalen;Frei
01303;19490101;20250505;150;51.4041;6.9677;Essen-Bredeney;Nordrhein-Westfalen;Frei
01304;20060401;20250506;48;52.3345;8.3877;Essen-Brockhausen, Bad;Niedersachsen;Frei
01313;20031022;20250506;938;47.5695;10.9564;Ettal-Linderhof;Bayern;Frei
01315;20061009;20101110;118;48.9246;8.3824;Ettlingen-Ettlingenweier;Baden-Württemberg;Frei
01320;20040501;20250506;137;51.2610;11.1754;Etzleben;Thüringen;Frei
01327;20040801;20250505;147;50.7119;6.7905;Weilerswist-Lommersum;Nordrhein-Westfalen;Frei
01332;20050301;20250505;471;48.4832;12.7241;Falkenberg,Kr.Rottal-Inn;Bayern;Frei
01336;20040901;20250506;67;52.8568;9.6756;Fallingbostel, Bad;Niedersachsen;Frei
01339;19930301;20250505;74;52.9157;10.1885;Faßberg;Niedersachsen;Frei
01341;19790103;20110929;0;54.6000;11.1500;Fehmarnbelt;Schleswig-Holstein;Frei
01343;20051015;20250506;476;47.7956;12.0161;Feilnbach,Bad;Bayern;Frei
01346;19490101;20250505;1486;47.8748;8.0038;Feldberg/Schwarzwald;Baden-Württemberg;Frei
01347;19800301;19870131;962;47.8555;8.1155;Feldberg-Altglashütten;Baden-Württemberg;Frei
01350;20070801;20250506;49;52.0997;13.0016;Felgentreu;Brandenburg;Frei
01355;19790101;19900206;5;53.9167;7.8333;FES Weser;Niedersachsen;Frei
01357;20050301;20250505;655;49.9807;11.8376;Fichtelberg/Oberfranken-Hüttstadl;Bayern;Frei
01358;19750701;20250505;1213;50.4283;12.9536;Fichtelberg;Sachsen;Frei
01359;19820101;19921126;705;50.0242;11.2219;Fichtelberg/Ofr;Bayern;Frei
01366;20060110;20250506;498;48.2213;11.7989;Finsing;Bayern;Frei
01372;19920101;20021031;757;47.4608;10.2696;Fischen;Bayern;Frei
01379;19821201;20250505;41;54.7737;9.3753;Flensburg (Schäferhaus);Schleswig-Holstein;Frei
01392;20100401;20250506;621;49.7316;12.3489;Flossenbürg;Bayern;Frei
01401;19950101;20061230;508;48.1723;11.9061;Forstinning;Bayern;Frei
01402;19820401;19920925;28;54.7000;7.1667;Forschungsplattform Nordsee;Hamburg;Frei
01407;19510101;20071230;567;50.1733;12.1159;Selb/Oberfranken (Ernst Reuter Str.);Bayern;Frei
01411;20070101;20250505;747;50.5309;10.0479;Birx/Rhön;Thüringen;Frei
01415;19760601;19881231;100;50.0333;8.5333;Frankfurt (07W);Hessen;Frei
01416;19840401;19871231;97;50.0167;8.5333;Frankfurt (18W);Hessen;Frei
01420;19490101;20250505;100;50.0259;8.5213;Frankfurt/Main;Hessen;Frei
01421;19620101;19840901;125;50.1474;8.6746;Frankfurt/Main (Stadt);Hessen;Frei
01422;19730801;19890430;114;50.0972;8.6936;Frankfurt (Henninger Turm);Hessen;Frei
01423;19720501;19871231;111;50.0496;8.5887;Frankfurt/Main (Terminal);Hessen;Frei
01424;20080801;20250505;121;50.1269;8.6694;Frankfurt/Main-Westend;Hessen;Frei
01425;19480101;19620101;103;50.1214;8.6604;Frankfurt/Main (Feldbergstr.);Hessen;Frei
01426;19750701;19851130;67;52.3397;14.5080;Frankfurt/Oder;Brandenburg;Frei
01435;20021101;20250506;768;50.5921;10.8575;Ilmenau-Frauenwald;Thüringen;Frei
01440;19710101;20031231;476;48.2018;7.9339;Freiamt-Ottoschwanden;Baden-Württemberg;Frei
01441;20150401;20250506;416;50.9263;13.2711;Freiberg;Sachsen;Frei
01443;19490101;20250505;237;48.0232;7.8343;Freiburg;Baden-Württemberg;Frei
01451;20040601;20250505;2;53.8277;9.2493;Freiburg/Elbe;Niedersachsen;Frei
01458;20050401;20250506;492;49.5747;11.8859;Freihung-Großschönbrunn;Bayern;Frei
01467;19980101;20091231;736;48.4607;8.4141;Freudenstadt-Kurgarten;Baden-Württemberg;Frei
01468;19490101;20250505;797;48.4538;8.4090;Freudenstadt;Baden-Württemberg;Frei
01473;20060101;20190301;414;49.1869;11.3080;Freystadt-Michelbach;Bayern;Frei
01481;19550601;19981231;928;47.9216;8.2547;Friedenweiler;Baden-Württemberg;
01488;19470101;19711231;523;51.6884;11.0394;Friedrichsbrunn;Sachsen-Anhalt;Frei
01490;19490101;19770729;394;47.6454;9.4795;Friedrichshafen;Baden-Württemberg;Frei
01493;19930701;19951231;793;50.4788;11.0159;Friedrichshöhe;Thüringen;
01494;19871201;20061230;1;53.9709;8.9167;Friedrichskoog;Schleswig-Holstein;Frei
01495;20041001;20250506;52;53.5389;11.7607;Friedrichsruhe-Goldenbow;Mecklenburg-Vorpommern;Frei
01497;20041201;20250506;74;53.0238;13.7088;Friedrichswalde;Brandenburg;Frei
01503;20121001;20250505;6;53.0643;7.9020;Friesoythe-Altenoythe;Niedersachsen;Frei
01504;19930301;20250505;172;51.1190;9.2799;Fritzlar/Eder;Hessen;Frei
01505;19750101;20071031;222;51.1333;9.2833;Fritzlar-Kasseler Warte;Hessen;Frei
01511;20041006;20250506;400;48.5587;12.5719;Marklkofen (Betriebsstelle Vilstalsee);Bayern;Frei
01513;19510101;19601231;653;50.6588;8.1027;Fuchskauten;Rheinland-Pfalz;Frei
01515;19790101;20030731;519;48.2000;11.2667;Fürstenfeldbruck;Bayern;Frei
01516;20230116;20250506;679;50.7582;13.8749;Fürstenwalde;Sachsen;Frei
01526;20041101;20250505;245;50.5668;9.6532;Fulda-Horas;Hessen;Frei
01538;20061010;20161111;351;49.0182;9.7414;Gaildorf-Hägenau;Baden-Württemberg;Frei
01542;20040122;20250506;437;48.4327;12.5714;Gangkofen (Kläranlage);Bayern;Frei
01544;19750701;20250505;47;52.5129;11.3942;Gardelegen;Sachsen-Anhalt;Frei
01550;19490101;20250505;719;47.4830;11.0621;Garmisch-Partenkirchen;Bayern;Frei
01559;20040601;20070228;402;50.7421;7.8163;Gebhardshain;Rheinland-Pfalz;Frei
01561;20041201;20250506;414;50.4034;9.2076;Gedern-Schönhausen;Hessen;Frei
01566;19910101;19971231;580;50.6832;10.7820;Gehlberg Glöckchen im Tal;Thüringen;Frei
01572;19930215;20250505;80;50.9593;6.0392;Geilenkirchen-Neutevern;Nordrhein-Westfalen;Frei
01573;20060101;20250506;281;50.7133;9.9539;Geisa;Thüringen;Frei
01578;20040601;20250506;376;48.6894;11.6353;Geisenfeld-Engelbrechtsmünster;Bayern;Frei
01580;19830801;20250505;111;49.9859;7.9548;Geisenheim;Hessen;Frei
01583;19510101;19710101;823;50.7719;13.7732;Geisingberg;Sachsen;Frei
01584;20090601;20241101;673;47.9242;8.6474;Geisingen;Baden-Württemberg;Frei
01587;19800825;20250505;536;48.9481;11.4289;Gelbelsee;Bayern;Frei
01590;20030701;20250505;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen;Frei
01594;19780101;19911231;44;51.5068;7.0945;Gelsenkirchen;Nordrhein-Westfalen;Frei
01595;20121001;20250506;91;51.5762;7.0652;Gelsenkirchen-Buer;Nordrhein-Westfalen;Frei
01598;20051201;20250506;328;50.2480;7.7456;Oberbachheim;Rheinland-Pfalz;Frei
01602;20040701;20250505;177;48.4330;7.9930;Ohlsbach;Baden-Württemberg;Frei
01605;19900612;20250505;35;52.3875;12.1602;Genthin;Sachsen-Anhalt;Frei
01607;20021101;20250506;344;49.1934;11.0267;Georgensgmünd;Bayern;Frei
01612;19750701;20250505;311;50.8812;12.1289;Gera-Leumnitz;Thüringen;Frei
01614;19910901;20031231;474;49.2514;9.9338;Gerabronn;Baden-Württemberg;Frei
01619;19510101;19761231;90;49.7622;8.4887;Gernsheim;Hessen;Frei
01623;19960301;20021130;530;50.4477;9.9174;Gersfeld;Hessen;Frei
01639;19490101;20250505;203;50.6017;8.6439;Gießen/Wettenberg;Hessen;Frei
01642;20030616;20250506;550;48.1085;11.2781;Gilching;Bayern;Frei
01645;20040501;20250505;327;50.9656;9.0500;Gilserberg-Moischeid;Hessen;Frei
01650;20041101;20250506;250;49.4648;7.4111;Henschtal;Rheinland-Pfalz;Frei
01666;19790101;20250505;12;54.8273;9.5058;Glücksburg-Meierwik;Schleswig-Holstein;Frei
01667;19510101;19791231;1;53.7970;9.4295;Glückstadt;Schleswig-Holstein;Frei
01669;20061101;20250506;43;53.8080;12.9607;Borrentin-Wolkwitz;Mecklenburg-Vorpommern;Frei
01672;19740101;19780630;19;51.6833;6.1667;Goch;Nordrhein-Westfalen;
01684;19750701;20250505;239;51.1621;14.9506;Görlitz;Sachsen;Frei
01689;20040701;20250506;441;49.7656;11.3062;Gößweinstein;Bayern;Frei
01691;19501001;20250505;167;51.5002;9.9507;Göttingen;Niedersachsen;Frei
01694;19900611;20250505;59;53.6058;12.1034;Goldberg;Mecklenburg-Vorpommern;Frei
01710;20230128;20250506;430;50.8371;13.9343;Gottleuba, Bad/Osterzgebirge;Sachsen;Frei
01711;20070501;20250506;437;47.7344;8.7932;Gottmadingen;Baden-Württemberg;Frei
01717;20050901;20250506;28;53.2651;11.5042;Grabow (Kläranlage Fahlenkamp);Mecklenburg-Vorpommern;Frei
01721;20061001;20250505;506;49.6640;11.2239;Gräfenberg-Kasberg;Bayern;Frei
01727;19510101;20101231;892;47.7728;8.2576;Grafenhausen/Hochschwarzwald;Baden-Württemberg;Frei
01735;20050301;20250505;628;48.7894;13.6290;Grainet-Rehberg;Bayern;Frei
01736;20020702;20250505;26;53.5731;10.6797;Grambek;Schleswig-Holstein;Frei
01744;20041201;20250506;139;51.5718;14.4764;Spremberg-Graustein;Brandenburg;Frei
01750;20040901;20250506;190;51.4511;9.4138;Grebenstein;Hessen;Frei
01752;19730101;20040331;516;49.0734;11.3719;Greding-Herrnsberg;Bayern;Frei
01757;19780101;20250505;2;54.0967;13.4056;Greifswald;Mecklenburg-Vorpommern;Frei
01758;19510101;19780101;2;54.1000;13.4500;Greifswald-Wieck;Mecklenburg-Vorpommern;Frei
01759;20001101;20250505;12;54.2437;13.9102;Greifswalder Oie;Mecklenburg-Vorpommern;Frei
01766;19891001;20250505;48;52.1344;7.6969;Münster/Osnabrück;Nordrhein-Westfalen;Frei
01769;20041001;20250506;24;53.8312;11.1713;Grevesmühlen;Mecklenburg-Vorpommern;Frei
01770;20061001;20250506;38;52.4233;11.9660;Tangerhütte-Grieben;Sachsen-Anhalt;Frei
01792;20200814;20250505;27;52.7553;7.4815;Groß Berßen;Niedersachsen;Frei
01793;20060801;20250506;104;51.8806;11.4650;Hecklingen-Groß Börnecke;Sachsen-Anhalt;Frei
01801;20040701;20250506;31;52.4169;12.8006;Groß Kreutz-Krielow;Brandenburg;Frei
01803;20040901;20250505;35;54.0714;12.3238;Groß Lüsewitz;Mecklenburg-Vorpommern;Frei
01810;20140701;20250506;55;52.9094;13.5371;Schorfheide-Groß Schönebeck;Brandenburg;Frei
01813;20070101;20250506;17;54.4032;9.7654;Groß Wittensee;Schleswig-Holstein;Frei
01814;20040601;20250506;87;49.9052;8.4459;Groß-Gerau-Wallerstädten;Hessen;Frei
01827;20070101;20250506;3;54.3726;11.0828;Großenbrode;Schleswig-Holstein;Frei
01829;19510101;19601231;38;52.9432;8.2105;Großenkneten-Sage;Niedersachsen;Frei
01830;20041101;20110121;270;50.5455;9.5175;Großenlüder-Kleinlüder;Hessen;Frei
01831;19830901;20040827;1449;49.1129;13.1365;Großer Arber (Ost);Bayern;Frei
01832;19821101;20250505;1436;49.1129;13.1338;Großer Arber;Bayern;Frei
01833;19490101;19821031;1307;49.0851;13.2801;Grosser Falkenstein;Bayern;Frei
01834;19510101;19780701;913;50.8519;10.4665;Grosser Inselsberg;Thüringen;Frei
01844;20070101;20250506;517;47.9411;11.9004;Feldkirchen-Westerham-Lenzmühle;Bayern;Frei
01846;20060302;20250506;344;48.6773;12.6207;Pilsting-Bäckermühle;Bayern;Frei
01847;20080401;20250506;92;51.2743;12.0517;Weißenfels-Wengelsdorf;Sachsen-Anhalt;Frei
01848;20061101;20250506;118;51.3090;12.1718;Markranstädt-Großlehna;Sachsen;Frei
01849;19510101;19601231;408;48.8126;11.5728;Großmehring-Theißing;Bayern;Frei
01851;20030429;20250506;110;49.9229;9.0904;Großostheim;Bayern;Frei
01854;20230203;20250506;263;51.1202;13.9794;Großröhrsdorf-Kleinröhrsdorf;Sachsen;Frei
01863;20071201;20250505;258;50.2667;9.1854;Gründau-Breitenborn;Hessen;Frei
01869;19900611;20250505;56;53.3154;13.9339;Grünow;Brandenburg;Frei
01870;20021101;20250506;160;49.5665;8.1780;Grünstadt;Rheinland-Pfalz;Frei
01873;19610101;19890531;300;51.7956;10.2380;Grund, Bad;Niedersachsen;Frei
01874;19800401;19921124;320;51.8000;10.2167;Grund, Bad (Erzbergwerk);Niedersachsen;
01886;20160811;20250505;444;48.4878;10.2608;Günzburg;Bayern;Frei
01888;20050201;20250506;10;53.8119;12.1140;Gülzow-Prüzen-Parum;Mecklenburg-Vorpommern;Frei
01892;19490103;20131028;72;51.9298;8.3005;Gütersloh (Flugplatz);Nordrhein-Westfalen;Frei
01896;19730101;20061230;371;51.0451;7.6164;Gummersbach-Erlenhagen;Nordrhein-Westfalen;Frei
01900;20060103;20250506;450;48.4522;12.1549;Vilsheim-Münchsdorf;Bayern;Frei
01902;19841101;19871001;413;49.1273;10.7448;Gunzenhausen/Altmühlsee;Bayern;
01920;19790401;20030331;100;51.4129;7.4895;Hagen-Fley;Nordrhein-Westfalen;Frei
01922;19790101;19860228;111;51.3598;7.4717;Hagen (Stadtsparkasse);Nordrhein-Westfalen;
01929;19710101;20010731;567;51.8597;10.3368;Hahnenklee;Niedersachsen;Frei
01932;19510101;19601231;398;48.5833;13.0167;Haidenburg;Bayern;Frei
01937;20050201;20250506;525;48.3705;8.7666;Haigerloch-Weildorf;Baden-Württemberg;Frei
01938;20030424;20250506;464;48.3028;11.5318;Haimhausen-Ottershausen;Bayern;Frei
01950;20060110;20250506;780;47.6463;10.8073;Halblech-Trauchgau;Bayern;Frei
01957;19911101;20150323;93;51.5138;11.9499;Halle-Kröllwitz;Sachsen-Anhalt;Frei
01960;19600101;19710101;102;51.4831;11.9671;Halle (Stadt);Sachsen-Anhalt;Frei
01963;19690101;20250505;4;54.5742;8.5133;Hallig Hooge;Schleswig-Holstein;Frei
01964;20050501;20250504;328;49.9445;6.3821;Olsdorf;Rheinland-Pfalz;Frei
01972;19510101;19601231;35;53.4793;10.2415;Hamburg-Bergedorf;Hamburg;Frei
01975;19490101;20250505;11;53.6332;9.9881;Hamburg-Fuhlsbüttel;Hamburg;Frei
01981;20050301;20250505;4;53.4776;9.8957;Hamburg-Neuwiedenthal;Hamburg;Frei
01987;19690101;19970331;47;53.5467;9.9662;Hamburg-Sankt Pauli;Hamburg;Frei
01990;19510101;19601231;18;53.5853;10.1293;Hamburg-Wandsbek;Hamburg;Frei
01993;19761201;20250505;68;52.0848;9.3896;Hameln;Niedersachsen;Frei
01997;20040308;20250506;220;50.1219;9.9079;Hammelburg;Bayern;Frei
02011;20050101;20250506;50;52.3965;9.6629;Hannover-Herrenhausen;Niedersachsen;Frei
02012;20100601;20250506;57;52.3671;9.8190;Hannover-Kirchrode;Niedersachsen;Frei
02014;19490101;20250505;55;52.4644;9.6779;Hannover;Niedersachsen;Frei
02023;19790101;20250505;501;48.7918;10.7062;Harburg;Bayern;Frei
02027;20060601;20250506;63;51.9753;8.2094;Harsewinkel;Nordrhein-Westfalen;Frei
02037;20230203;20250506;527;50.8319;13.5889;Hartmannsdorf-Reichenau;Sachsen;Frei
02039;20061101;20250505;203;51.9002;10.5699;Harzburg, Bad;Niedersachsen;Frei
02044;19900611;20250505;404;51.6520;11.1366;Harzgerode;Sachsen-Anhalt;Frei
02050;20061001;20250506;218;48.2766;8.0841;Haslach im Kinzigtal;Baden-Württemberg;Frei
02051;20060107;20250506;130;49.7845;9.4722;Hasloch/Main;Bayern;Frei
02055;19871113;20141228;292;50.0493;10.4947;Haßfurt;Bayern;Frei
02064;20050101;20250506;449;49.1840;10.8243;Haundorf-Obererlbach;Bayern;Frei
02066;20021101;20250506;257;50.7384;9.6607;Haunetal-Wehrda;Hessen;Frei
02069;19510101;19701231;648;48.8629;13.0670;Hausstein;Bayern;Frei
02072;20061010;20161025;665;48.2738;9.4745;Hayingen;Baden-Württemberg;Frei
02074;20040601;20250505;518;48.3752;8.9800;Hechingen;Baden-Württemberg;Frei
02080;20040701;20120912;110;49.4206;8.6676;Heidelberg;Baden-Württemberg;Frei
02081;19480101;19550101;561;49.3981;8.7251;Königstuhl;Baden-Württemberg;Frei
02088;20040601;20050512;522;48.6849;10.1420;Heidenheim/Brenz;Baden-Württemberg;Frei
02092;19610101;19901231;496;50.1691;7.9949;Heidenrod-Mappershain;Hessen;Frei
02093;19690101;19820930;30;53.8562;9.8227;Heidmoor;Schleswig-Holstein;Frei
02100;20181201;20191117;4;54.1860;7.9119;Helgoland-Düne;Schleswig-Holstein;Frei
02109;20041001;20250506;446;50.0664;9.3458;Heinrichsthal;Bayern;Frei
02110;20030101;20241201;57;51.0411;6.1042;Heinsberg-Schleiden;Nordrhein-Westfalen;Frei
02115;19520301;20250505;4;54.1750;7.8920;Helgoland;Schleswig-Holstein;Frei
02118;19910101;20011231;302;50.2553;10.6832;Heldburg-Hellingen;Thüringen;Frei
02119;20030427;20250506;650;50.2380;11.7033;Helmbrechts;Bayern;Frei
02147;19510101;20071230;77;52.1264;8.6865;Herford;Nordrhein-Westfalen;Frei
02152;20040901;20250506;380;51.0425;10.1468;Herleshausen-Archfeld;Hessen;Frei
02158;19961001;20090101;350;48.8042;8.4430;Herrenalb, Bad;Baden-Württemberg;Frei
02159;20050701;20250506;434;48.5915;8.8541;Herrenberg;Baden-Württemberg;Frei
02166;19820101;19910502;344;51.0167;14.7500;Herrnhut;Sachsen;Frei
02167;20050301;20120402;302;49.7672;7.3356;Niederwörresbach;Rheinland-Pfalz;Frei
02170;20201104;20250505;526;50.1499;6.5527;Weißenseifen;Rheinland-Pfalz;Frei
02171;19520901;20250505;272;50.8520;9.7377;Hersfeld, Bad;Hessen;Frei
02174;20101101;20250505;236;51.6255;10.3695;Herzberg;Niedersachsen;Frei
02175;20061101;20250506;336;51.6890;10.3571;Herzberg-Lonau;Niedersachsen;Frei
02184;20050201;20190726;340;51.2099;9.6914;Hessisch Lichtenau-Fürstenhagen;Hessen;Frei
02201;20050801;20250505;1;54.5750;13.1044;Hiddensee-Vitte;Mecklenburg-Vorpommern;Frei
02207;19740301;19781231;91;52.1833;9.9500;Hildesheim (Flugplatz);Niedersachsen;Frei
02211;20041001;20250505;295;50.7370;7.6525;Hilgenroth;Rheinland-Pfalz;Frei
02213;20021101;20250506;407;50.3105;6.6236;Lissendorf;Rheinland-Pfalz;Frei
02221;19800101;19991031;1053;47.5408;10.4371;Hindelang-Unterjoch;Bayern;
02222;20040315;20250506;1015;47.5561;10.4274;Unterjoch;Bayern;Frei
02228;19790101;20041231;883;47.8983;8.1055;Hinterzarten;Baden-Württemberg;Frei
02233;20040801;20250506;449;50.4040;11.8193;Hirschberg;Thüringen;Frei
02236;20050301;20180101;205;49.0490;7.7560;Hirschthal;Rheinland-Pfalz;Frei
02244;19710101;20050901;1008;47.7327;8.1627;Höchenschwand;Baden-Württemberg;Frei
02252;20050701;20250505;271;50.8992;14.7456;Bertsdorf-Hörnitz;Sachsen;Frei
02253;19831001;19960731;10;54.7667;8.2833;Hörnum/Sylt;Schleswig-Holstein;Frei
02254;20050601;20250506;46;52.2396;7.6449;Hörstel-Riesenbeck;Nordrhein-Westfalen;Frei
02261;19490101;20250505;565;50.3123;11.8760;Hof;Bayern;Frei
02264;19810901;20021130;242;51.5340;9.4789;Hofgeismar-Beberbeck;Hessen;Frei
02272;20091201;20250506;44;53.7784;11.5595;Ventschow;Mecklenburg-Vorpommern;Frei
02274;20041101;20250506;518;50.0920;12.2134;Hohenberg/Eger;Bayern;Frei
